Campaign,Campaign Type,Budget,Bid Strategy Type,Status,EU political ads,Ad Group,Max CPC,Keyword,Criterion Type,Location,Ad Schedule,Ad type,Final URL,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4
Crane & Rigging,,,,Enabled,,Crane & Rigging Services,,,,,,Responsive search ad,https://badasslogistics.com/quote-crane,Crane & Rigging Services,Crane Lifts With Operators,Crane With Operator & Crew,Lift Plan Before Rig Day,Rooftop & Set-In-Place,Critical Lift Planning,Operators & Riggers Included,"One Call, Lift & Crew","Planned, Not Improvised",Crane Rigging Company,Set On Pads & Rooftops,Nationwide Crane Rigging,Same-Day Lift Quotes,Gantry Lifts Too,Get A Crane Lift Quote,"Cranes sized to the pick, with operators, riggers and a plan worked from the load chart.","Crane, operator, riggers and gear arrive together. You aren't coordinating three vendors.","No crane access? Jacking, skidding and gantry lifts move it inside the building instead.","Send the load, the site and the date. We size the lift and quote it fast. Nationwide."
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,4.00,,,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,rigging services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,rigging company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,industrial rigging,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,rigging services near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,riggers near me,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,machine riggers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,machinery riggers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,millwright services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,millwright company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,machine installation services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,machinery rigging,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,plant relocation services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,factory relocation,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,machine moving company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,Industrial Rigging & Millwright,,,,,,Responsive search ad,https://badasslogistics.com/quote-rigging,Industrial Rigging Company,Rigging Services Nationwide,Riggers & Machine Movers,Millwright & Machine Setting,Machine Moving Company,"Lifts To 200,000+ Lbs","Rigged, Moved & Leveled","One Crew, No Hand-Offs",Same-Day Rigging Quotes,Plant & Factory Relocation,Machinery Relocation,Set & Leveled To Spec,Machine Installation,"Engineered Pick, Every Time",Get A Rigging Quote Today,"Engineered lifts, machine setting and heavy moves. Rigged, moved and leveled by one crew.","From a few hundred pounds to 200,000+ lbs. Cranes, gantries, air skates, jack-and-slide.","Tell us the machine and the site. We plan the pick and quote it fast, often the same day.","Set on anchors, shimmed and leveled to spec, with drives aligned. Ready for start-up."
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",3.50,,,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,industrial crating,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,machine crating services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,export crating,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,custom crating company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,crating and packing services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,machinery loading and unloading services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,forklift loading and unloading,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,container unloading services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,jacking and skidding,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,machine skidding services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Crane & Rigging,,,,Enabled,,"Crating, Loading & Handling",,,,,,Responsive search ad,https://badasslogistics.com/quote-crane,Industrial Crating Service,Custom Crates & Skids,ISPM-15 Export Packing,Machinery Loading Services,Loading & Unloading Crews,Forklift Loading Service,Container Unloading,"Jacking, Skidding & Gantry",Machines On & Off Trailers,"Crated, Skidded, Shipped",Heavy Equipment Unloading,Crews With The Right Gear,Built Around Your Machine,Same-Day Quotes,Get A Handling Quote,"Custom crates, skids and ISPM-15 export packing built around the actual machine.","Machinery and heavy crates on and off trailers, containers and docks by trained crews.","Jacking, skidding and gantry work for loads a crane or forklift can't reach.",Vapor barrier and desiccant for ocean freight. Send the machine and we'll spec the crate.
Machinery & Medical Equipment,Search,10.00,Manual CPC,Paused,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,4.50,,,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,machinery movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,heavy machinery movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,machinery moving company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,industrial machinery movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,industrial equipment movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,machinery moving services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,machine tool movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,production line relocation,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,equipment relocation services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,machinery removal,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,machinery decommissioning,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Machinery Moving,,,,,,Responsive search ad,https://badasslogistics.com/quote-machinery,Machinery Movers,Heavy Machinery Movers,Machinery Moving Company,Industrial Machinery Movers,Machine Tool Movers,Off The Floor. Onto The Pad.,Set & Leveled To Spec,Production Line Relocation,Machinery Removal Services,"One Crew, No Hand-Offs","Lifts To 200,000+ Lbs",Equipment Relocation Experts,Same-Day Machinery Quotes,Nationwide Machine Movers,Get A Machinery Quote,"Machines rigged out, moved, set on the pad and leveled to the builder's own spec.","Send the machine, the weight and both sites. We plan the pick and quote it fast.","Lines tagged and photographed on teardown, then reassembled in order and aligned.","One crew rigs it out, manages the freight and sets it. No hand-off between vendors."
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,4.50,,,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,cnc machine movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,cnc machinery movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,cnc machine moving,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,cnc machine moving company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,milling machine movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,lathe moving,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,machine shop relocation,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,press brake moving,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,machining center moving,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,transformer moving company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,generator rigging,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,switchgear installation companies,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,CNC & Machine Tools,,,,,,Responsive search ad,https://badasslogistics.com/quote-machinery,CNC Machine Movers,Milling Machine Movers,Machine Shop Relocation,Machining Center Moving,Lathe & Mill Moving,Press & Press Brake Moving,Transformer & Generator Moves,Switchgear Rigging,Re-Leveled To Spec,Rigged By One Crew,Tight-Access Machine Moves,"Skated Out, Set Level",Same-Day CNC Move Quotes,Nationwide CNC Movers,Get A CNC Moving Quote,"Mills, lathes and 5-axis centers skated out, moved and re-leveled to the builder's spec.",Machines that cost more than the move don't get guessed. The pick is engineered first.,"Transformers, switchgear and gensets rigged, moved and set on pads or skids.","Send the make, model and both sites. We plan the rig-out and quote it fast."
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,7.00,,,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,medical equipment movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,medical equipment moving company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,medical equipment moving services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,medical equipment relocation,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,hospital equipment movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,hospital equipment relocation,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,mri machine movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,mri rigging,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,ct scanner moving,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,imaging equipment movers,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,linear accelerator removal,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,x ray machine moving,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Machinery & Medical Equipment,,,,Enabled,,Medical & Imaging Equipment,,,,,,Responsive search ad,https://badasslogistics.com/quote-medical,Medical Equipment Movers,MRI & CT Scanner Rigging,Hospital Equipment Movers,MRI Machine Movers,Imaging Equipment Moving,Shock & Tilt Monitored,We Work To Your OEM's Plan,Nights & Weekend Moves,"CT, PET, X-Ray & Linac",Medical Equipment Rigging,Linear Accelerator Rigging,Route Surveyed First,Moved Without Downtime,Nationwide Medical Rigging,Get A Medical Move Quote,"MRI, CT, PET, X-ray and linac rigging. Shock and tilt monitored from rig-out to set-down.",Scheduled around clinical hours so the department keeps running. Nights and weekends.,"Your OEM de-installs and recommissions. We do the rigging, the move and the set-in-place.","Send the make, model and both rooms. We plan the rig-out and quote it fast. Nationwide."
Fleet Dispatch,Search,5.00,Manual CPC,Paused,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,3.00,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,truck dispatch company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,truck dispatch services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,trucking dispatch services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,dispatch services for trucking companies,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,fleet dispatch services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,outsourced truck dispatching,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,freight dispatch services,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,dispatch service for trucking company,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,us based truck dispatch,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,dedicated freight lanes,Phrase,,,,,,,,,,,,,,,,,,,,,,,
Fleet Dispatch,,,,Enabled,,Dispatch For Fleets,,,,,,Responsive search ad,https://badasslogistics.com/quote-dispatch,US-Based Truck Dispatch,Dispatch For Trucking Cos,Fleet Dispatch Services,Built For 4+ Truck Fleets,Outsourced Truck Dispatch,Your Dispatch Department,We Bring Our Own Freight,Dedicated Lanes For Fleets,Keep Your Trucks Loaded,Truck Dispatch Company,"Rigging Freight, Your Trucks","Offices, Not A Side Hustle",Talk To Our Dispatch Team,Nationwide Freight Network,Get A Dispatch Quote,"US-based dispatch built around fleets of four trucks and up, not single-truck operations.",Our rigging and project work generates the freight. Your trucks run it on real lanes.,"A dispatch team with offices and a carrier network behind it, not one person and a laptop.","Tell us your fleet size, equipment and home base. Call, email or send the form."
